VentaID;Factura;Fecha_Orden;Fecha_Entrega;Fecha_Envio;Estado;Cliente_Code;Tipo_Cliente;Nombres;Apellidos;Vendedor;Departamento;Metodo_Pago;Subtotal
49882;SO49882;2024-02-28;12/03/2024;13-03-24;5;29920 - 69763077;SC;Scott;Konersmann;Michael Blythe;Piura;Debito/Credito;57.6808
51159;SO51159;2024-05-30;11/06/2024;11-06-24;5;29920 - 69763077;SC;Scott;Konersmann;Michael Blythe;Piura;Debito/Credito;484.632
55319;SO55319;2024-08-30;11/09/2024;11-09-24;5;29920 - 69763077;SC;Scott;Konersmann;Michael Blythe;Piura;Debito/Credito;475.29
61261;SO61261;2024-11-30;12/12/2024;12-12-24;5;29920 - 69763077;SC;Scott;Konersmann;Michael Blythe;Piura;Debito/Credito;38.1
67330;SO67330;2025-03-01;13/03/2025;13-03-25;5;29920 - 69763077;SC;Scott;Konersmann;Michael Blythe;Piura;Debito/Credito;702.234
49886;SO49886;2024-02-28;12/03/2024;12-03-24;5;30057 - 54817569;SC;Damon;Taylor;Tsvi Reiter;;Debito/Credito;2932.02
61233;SO61233;2024-11-30;12/12/2024;13-12-24;5;30057 - 54817569;SC;Damon;Taylor;Tsvi Reiter;Cusco;Debito/Credito;24.294
67341;SO67341;2025-03-01;13/03/2025;13-03-25;5;30057 - 54817569;SC;Damon;Taylor;Tsvi Reiter;Cusco;Debito/Credito;356.898
53521;SO53521;2024-07-31;07/08/2024;09-08-24;5;29687 - 74516613;SC;Shelley;Crow;Rachel Valdez;Junín;Debito/Credito;1373.556
58965;SO58965;2024-10-30;11/11/2024;11-11-24;5;29687 - 74516613;SC;Shelley;Crow;Rachel Valdez;Junín;Debito/Credito;12647.652
65202;SO65202;2025-01-29;04/02/2025;04-02-25;5;29687 - 74516613;SC;Shelley;Crow;Rachel Valdez;;Debito/Credito;6174.222
63226;SO63226;2024-12-31;12/01/2025;12-01-25;5;29688 - 65883219;SC;Grant;Culbertson;Jillian Carson;La Libertad;Debito/Credito;41.994
49889;SO49889;2024-02-28;12/03/2024;12-03-24;5;29981 - 80888167;SC;Kathy;Marcovecchio;Tete Mensa-Annan;Lima;Debito/Credito;7149.1797
51145;SO51145;2024-05-30;11/06/2024;11-06-24;5;29981 - 80888167;SC;Kathy;Marcovecchio;Tete Mensa-Annan;Lima;Debito/Credito;14614.3177
55295;SO55295;2024-08-30;08/09/2024;08-09-24;5;29981 - 80888167;SC;Kathy;Marcovecchio;Tete Mensa-Annan;Lima;Debito/Credito;9377.4689
61266;SO61266;2024-11-30;12/12/2024;12-12-24;5;29981 - 80888167;SC;Kathy;Marcovecchio;Tete Mensa-Annan;Lima;Debito/Credito;13015.362
67315;SO67315;2025-03-01;13/03/2025;13-03-25;5;29981 - 80888167;SC;Kathy;Marcovecchio;Tete Mensa-Annan;;Debito/Credito;7264.295
49890;SO49890;2024-02-28;12/03/2024;12-03-24;5;29992 - 98562043;SC;Sandra;Maynard;Stephen Jiang;Piura;Debito/Credito;42653.9411
51154;SO51154;2024-05-30;11/06/2024;11-06-24;5;29992 - 98562043;SC;Sandra;Maynard;Shu Ito;Piura;Debito/Credito;54253.0364
55322;SO55322;2024-08-30;11/09/2024;11-09-24;5;29992 - 98562043;SC;Sandra;Maynard;Shu Ito;Piura;Debito/Credito;27947.5878
61243;SO61243;2024-11-30;07/12/2024;07-12-24;5;29992 - 98562043;SC;Sandra;Maynard;Shu Ito;Piura;Debito/Credito;14608.224
67325;SO67325;2025-03-01;13/03/2025;13-03-25;5;29992 - 98562043;SC;Sandra;Maynard;Shu Ito;Piura;Debito/Credito;34239.5087
49892;SO49892;2024-02-28;08/03/2024;08-03-24;5;30104 - 10832048527;SC;Rose;Vandenouer;Amy Alberts;;Debito/Credito;968.4284
49893;SO49893;2024-02-28;13/03/2024;12-03-24;5;29783 - 10543782202;SC;Mary;Gimmi;Linda Mitchell;La Libertad;Debito/Credito;31787.5245
51151;SO51151;2024-05-30;11/06/2024;11-06-24;5;29783 - 10543782202;SC;Mary;Gimmi;Linda Mitchell;La Libertad;Debito/Credito;64785.1613
55324;SO55324;2024-08-30;11/09/2024;11-09-24;5;29783 - 10543782202;SC;Mary;Gimmi;Linda Mitchell;La Libertad;Debito/Credito;30922.3537
61210;SO61210;2024-11-30;12/12/2024;14-12-24;5;29783 - 10543782202;SC;Mary;Gimmi;Linda Mitchell;La Libertad;Debito/Credito;14805.5231
67347;SO67347;2025-03-01;16/03/2025;13-03-25;5;29783 - 10543782202;SC;Mary;Gimmi;Linda Mitchell;La Libertad;Debito/Credito;27769.0151
49894;SO49894;2024-02-28;09/03/2024;09-03-24;5;30096 - 10452734119;SC;Mary;Vaca;Jillian Carson;Arequipa;Debito/Credito;40267.242
51141;SO51141;2024-05-30;11/06/2024;11-06-24;5;30096 - 10452734119;SC;Mary;Vaca;Jillian Carson;Arequipa;Debito/Credito;4009.596
55330;SO55330;2024-08-30;11/09/2024;11-09-24;5;30096 - 10452734119;SC;Mary;Vaca;Jillian Carson;Arequipa;Debito/Credito;3430.62
61192;SO61192;2024-11-30;12/12/2024;12-12-24;5;30096 - 10452734119;SC;Mary;Vaca;Jillian Carson;Arequipa;Debito/Credito;2783.988
67291;SO67291;2025-03-01;09/03/2025;09-03-25;5;30096 - 10452734119;SC;Mary;Vaca;Jillian Carson;Arequipa;Debito/Credito;1074.264
50288;SO50288;2024-03-30;12/04/2024;11-04-24;5;29691 - 35627360;SC;Jose;Curry;Tsvi Reiter;Cusco;Debito/Credito;647.994
51852;SO51852;2024-06-30;12/07/2024;12-07-24;5;29691 - 35627360;SC;Jose;Curry;Tsvi Reiter;Cusco;Debito/Credito;4180.446
57081;SO57081;2024-09-30;12/10/2024;12-10-24;5;29691 - 35627360;SC;Jose;Curry;Tsvi Reiter;Cusco;Debito/Credito;2901.234
63270;SO63270;2024-12-31;12/01/2025;12-01-25;5;29691 - 35627360;SC;Jose;Curry;Tsvi Reiter;Cusco;Debito/Credito;4340.67
51109;SO51109;2024-05-30;12/06/2024;11-06-24;5;29693 - 10334789208;SC;Ryan;Danner;Rachel Valdez;Junín;Debito/Credito;66934.7011
55254;SO55254;2024-08-30;08/09/2024;08-09-24;5;29693 - 10334789208;SC;Ryan;Danner;Rachel Valdez;Junín;Debito/Credito;104153.3951
61190;SO61190;2024-11-30;12/12/2024;12-12-24;5;29693 - 10334789208;SC;Ryan;Danner;Rachel Valdez;Junín;Debito/Credito;37202.7812
67278;SO67278;2025-03-01;13/03/2025;15-03-25;5;29693 - 10334789208;SC;Ryan;Danner;Rachel Valdez;Junín;Debito/Credito;63761.3483
51119;SO51119;2024-05-30;13/06/2024;11-06-24;5;29694 - 33093471;SC;Mike;Danseglio;Jillian Carson;Arequipa;Debito/Credito;1725.8568
55329;SO55329;2024-08-30;11/09/2024;11-09-24;5;29694 - 33093471;SC;Mike;Danseglio;Jillian Carson;Arequipa;Debito/Credito;1336.23
61191;SO61191;2024-11-30;12/12/2024;12-12-24;5;29694 - 33093471;SC;Mike;Danseglio;Jillian Carson;Arequipa;Debito/Credito;602.346
67350;SO67350;2025-03-01;13/03/2025;13-03-25;5;29694 - 33093471;SC;Mike;Danseglio;Jillian Carson;Arequipa;Debito/Credito;802.398
53605;SO53605;2024-07-31;13/08/2024;12-08-24;5;29695 - 10286825453;SC;Megan;Davis;David Campbell;Lima;Debito/Credito;66871.8419
59031;SO59031;2024-10-30;12/11/2024;11-11-24;5;29695 - 10286825453;SC;Megan;Davis;David Campbell;Lima;Debito/Credito;46448.562
65278;SO65278;2025-01-29;10/02/2025;10-02-25;5;29695 - 10286825453;SC;Megan;Davis;David Campbell;Lima;Debito/Credito;37661.5373
50246;SO50246;2024-03-30;11/04/2024;11-04-24;5;29698 - 55930760;SC;Jacob;Dean;Jae Pak;Ica;Debito/Credito;26049.4939
51772;SO51772;2024-06-30;07/07/2024;07-07-24;5;29698 - 55930760;SC;Jacob;Dean;Jae Pak;Ica;Debito/Credito;43789.848
57161;SO57161;2024-09-30;12/10/2024;12-10-24;5;29698 - 55930760;SC;Jacob;Dean;Jae Pak;Ica;Debito/Credito;28746.594
63174;SO63174;2024-12-31;12/01/2025;12-01-25;5;29698 - 55930760;SC;Jacob;Dean;Jae Pak;Ica;Debito/Credito;25409.34
50245;SO50245;2024-03-30;12/04/2024;11-04-24;5;29699 - 47893853;SC;Alexander;Deborde;Garrett Vargas;Ica;Debito/Credito;31536.6745
53588;SO53588;2024-07-31;12/08/2024;14-08-24;5;29700 - 45841693;SC;Barbara;Decker;Syed Abbas;Cajamarca;Debito/Credito;54.942
59062;SO59062;2024-10-30;11/11/2024;11-11-24;5;29700 - 45841693;SC;Barbara;Decker;Lynn Tsoflias;Cajamarca;Debito/Credito;23.484
65317;SO65317;2025-01-29;10/02/2025;10-02-25;5;29700 - 45841693;SC;Barbara;Decker;Lynn Tsoflias;Cajamarca;Debito/Credito;1604.796
50226;SO50226;2024-03-30;11/04/2024;11-04-24;5;29703 - 60129438;SC;Stefan;Delmarco;Linda Mitchell;Piura;Debito/Credito;56174.6585
50284;SO50284;2024-03-30;12/04/2024;11-04-24;5;29705 - 60234361;SC;Della;Demott Jr;Garrett Vargas;Ica;Debito/Credito;44798.9579
51839;SO51839;2024-06-30;06/07/2024;06-07-24;5;29705 - 60234361;SC;Della;Demott Jr;Garrett Vargas;Ica;Debito/Credito;42829.6815
57122;SO57122;2024-09-30;12/10/2024;12-10-24;5;29705 - 60234361;SC;Della;Demott Jr;Garrett Vargas;Ica;Debito/Credito;27643.136
63239;SO63239;2024-12-31;07/01/2025;07-01-25;5;29705 - 60234361;SC;Della;Demott Jr;Garrett Vargas;Ica;Debito/Credito;15360.972
51814;SO51814;2024-06-30;08/07/2024;08-07-24;5;29706 - 73486730;SC;Bruno;Deniut;Lynn Tsoflias;Cajamarca;Debito/Credito;57103.0684
57127;SO57127;2024-09-30;12/10/2024;12-10-24;5;29706 - 73486730;SC;Bruno;Deniut;Lynn Tsoflias;Cajamarca;Debito/Credito;25600.722
63222;SO63222;2024-12-31;12/01/2025;12-01-25;5;29706 - 73486730;SC;Bruno;Deniut;Lynn Tsoflias;Cajamarca;Debito/Credito;24673.5
53486;SO53486;2024-07-31;14/08/2024;12-08-24;5;29711 - 81125088;SC;Gabriele;Dickmann;Jae Pak;Ica;Debito/Credito;4949.682
58994;SO58994;2024-10-30;12/11/2024;11-11-24;5;29711 - 81125088;SC;Gabriele;Dickmann;Jae Pak;Ica;Debito/Credito;24.288
65240;SO65240;2025-01-29;05/02/2025;05-02-25;5;29711 - 81125088;SC;Gabriele;Dickmann;Jae Pak;Ica;Debito/Credito;218.454
50225;SO50225;2024-03-30;13/04/2024;11-04-24;5;29712 - 79030465;SC;Holly;Dickson;Ranjit Varkey Chudukatil;Áncash;Debito/Credito;67717.6755
51739;SO51739;2024-06-30;12/07/2024;12-07-24;5;29712 - 79030465;SC;Holly;Dickson;Ranjit Varkey Chudukatil;Áncash;Debito/Credito;111036.9487
57061;SO57061;2024-09-30;07/10/2024;07-10-24;5;29712 - 79030465;SC;Holly;Dickson;Ranjit Varkey Chudukatil;Áncash;Debito/Credito;74298.5404
63216;SO63216;2024-12-31;12/01/2025;12-01-25;5;29712 - 79030465;SC;Holly;Dickson;Ranjit Varkey Chudukatil;Áncash;Debito/Credito;45534.2812
51785;SO51785;2024-06-30;12/07/2024;12-07-24;5;29713 - 9600799;SC;Dick;Dievendorff;José Saraiva;;Debito/Credito;2130.7669
57018;SO57018;2024-09-30;12/10/2024;12-10-24;5;29713 - 9600799;SC;Dick;Dievendorff;José Saraiva;Lambayeque;Debito/Credito;1512.762
63186;SO63186;2024-12-31;06/01/2025;06-01-25;5;29713 - 9600799;SC;Dick;Dievendorff;José Saraiva;Lambayeque;Debito/Credito;645.462
50252;SO50252;2024-03-30;07/04/2024;07-04-24;5;29716 - 10316681627;SC;Blaine;Dockter;Shu Ito;Piura;Debito/Credito;95415.1188
51773;SO51773;2024-06-30;12/07/2024;12-07-24;5;29716 - 10316681627;SC;Blaine;Dockter;Shu Ito;Piura;Debito/Credito;35821.6748
57085;SO57085;2024-09-30;09/10/2024;09-10-24;5;29716 - 10316681627;SC;Blaine;Dockter;Shu Ito;Piura;Debito/Credito;26886.474
63180;SO63180;2024-12-31;13/01/2025;12-01-25;5;29716 - 10316681627;SC;Blaine;Dockter;Shu Ito;Piura;Debito/Credito;21534.168
50241;SO50241;2024-03-30;08/04/2024;08-04-24;5;29717 - 77860575;SC;Cindy;Dodd;David Campbell;Lima;Debito/Credito;153.576
51792;SO51792;2024-06-30;13/07/2024;12-07-24;5;29717 - 77860575;SC;Cindy;Dodd;David Campbell;Lima;Debito/Credito;818.7
50287;SO50287;2024-03-30;07/04/2024;07-04-24;5;29719 - 91594396;SC;Patricia;Doyle;David Campbell;Lima;Debito/Credito;183.9382
51846;SO51846;2024-06-30;12/07/2024;12-07-24;5;29719 - 91594396;SC;Patricia;Doyle;Stephen Jiang;Lima;Debito/Credito;971.982
57151;SO57151;2024-09-30;12/10/2024;12-10-24;5;29719 - 91594396;SC;Patricia;Doyle;David Campbell;Lima;Debito/Credito;2025.24
63287;SO63287;2024-12-31;12/01/2025;12-01-25;5;29719 - 91594396;SC;Patricia;Doyle;David Campbell;Lima;Debito/Credito;937.758
53500;SO53500;2024-07-31;12/08/2024;12-08-24;5;29720 - 20786974877;SC;Gerald;Drury;Shu Ito;Lima;Debito/Credito;40271.493
58946;SO58946;2024-10-30;11/11/2024;11-11-24;5;29720 - 20786974877;SC;Gerald;Drury;Shu Ito;Lima;Debito/Credito;40802.2349
65252;SO65252;2025-01-29;10/02/2025;10-02-25;5;29720 - 20786974877;SC;Gerald;Drury;Shu Ito;Lima;Debito/Credito;21026.97
51695;SO51695;2024-06-30;12/07/2024;12-07-24;5;29723 - 17481413;SC;Ed;Dudenhoefer;Rachel Valdez;Junín;Debito/Credito;249.5428
51697;SO51697;2024-06-30;13/07/2024;12-07-24;5;29723 - 17481413;SC;Ed;Dudenhoefer;Rachel Valdez;Junín;Debito/Credito;356.898
57020;SO57020;2024-09-30;06/10/2024;06-10-24;5;29723 - 17481413;SC;Ed;Dudenhoefer;Rachel Valdez;Junín;Debito/Credito;672.294
50235;SO50235;2024-03-30;11/04/2024;11-04-24;5;29724 - 78963878;SC;Bernard;Duerr;Jillian Carson;Arequipa;Debito/Credito;38464.61
51762;SO51762;2024-06-30;12/07/2024;13-07-24;5;29724 - 78963878;SC;Bernard;Duerr;Jillian Carson;Arequipa;Debito/Credito;46582.4759
57076;SO57076;2024-09-30;12/10/2024;12-10-24;5;29724 - 78963878;SC;Bernard;Duerr;Jillian Carson;Arequipa;Debito/Credito;26696.46
63167;SO63167;2024-12-31;13/01/2025;12-01-25;5;29724 - 78963878;SC;Bernard;Duerr;Jillian Carson;Arequipa;Debito/Credito;19702.746
51751;SO51751;2024-06-30;13/07/2024;12-07-24;5;29725 - 87453600;SC;Tish;Duff;Rachel Valdez;Junín;Debito/Credito;58320.1019
57067;SO57067;2024-09-30;13/10/2024;12-10-24;5;29725 - 87453600;SC;Tish;Duff;Rachel Valdez;Junín;Debito/Credito;35714.1622
63214;SO63214;2024-12-31;12/01/2025;12-01-25;5;29725 - 87453600;SC;Tish;Duff;Rachel Valdez;Junín;Debito/Credito;24457.4665
51826;SO51826;2024-06-30;12/07/2024;12-07-24;5;29727 - 72122252;SC;Bart;Duncan;David Campbell;Lima;Debito/Credito;71283.2401
57130;SO57130;2024-09-30;12/10/2024;12-10-24;5;29727 - 72122252;SC;Bart;Duncan;David Campbell;Lima;Debito/Credito;28682.652
63247;SO63247;2024-12-31;13/01/2025;12-01-25;5;29727 - 72122252;SC;Bart;Duncan;David Campbell;Lima;Debito/Credito;26884.59
65265;SO65265;2025-01-29;10/02/2025;10-02-25;5;29729 - 49068709;SC;Shelley;Dyck;Tsvi Reiter;Cusco;Debito/Credito;323.994
50283;SO50283;2024-03-30;06/04/2024;08-04-24;5;29731 - 73263768;SC;Carla;Eldridge;Jillian Carson;Arequipa;Debito/Credito;4974.1475
51841;SO51841;2024-06-30;12/07/2024;12-07-24;5;29731 - 73263768;SC;Carla;Eldridge;Jillian Carson;Arequipa;Debito/Credito;32.118
57123;SO57123;2024-09-30;12/10/2024;12-10-24;5;29731 - 73263768;SC;Carla;Eldridge;Jillian Carson;Arequipa;Debito/Credito;4973.772
63264;SO63264;2024-12-31;12/01/2025;13-01-25;5;29731 - 73263768;SC;Carla;Eldridge;Jillian Carson;Arequipa;Debito/Credito;3856.848
50292;SO50292;2024-03-30;11/04/2024;11-04-24;5;29732 - 10700142034;SC;Carol;Elliott;Michael Blythe;Piura;Debito/Credito;41211.6058
51856;SO51856;2024-06-30;12/07/2024;12-07-24;5;29732 - 10700142034;SC;Carol;Elliott;Michael Blythe;Piura;Debito/Credito;33634.68
57145;SO57145;2024-09-30;12/10/2024;12-10-24;5;29732 - 10700142034;SC;Carol;Elliott;Michael Blythe;;Debito/Credito;44595.3
63280;SO63280;2024-12-31;12/01/2025;12-01-25;5;29732 - 10700142034;SC;Carol;Elliott;Michael Blythe;Piura;Debito/Credito;24142.512
53494;SO53494;2024-07-31;13/08/2024;12-08-24;5;29735 - 10330307848;SC;Michael;Emanuel;Ranjit Varkey Chudukatil;Áncash;Debito/Credito;109.788
59000;SO59000;2024-10-30;12/11/2024;11-11-24;5;29735 - 10330307848;SC;Michael;Emanuel;Ranjit Varkey Chudukatil;Áncash;Debito/Credito;72.876
65233;SO65233;2025-01-29;07/02/2025;07-02-25;5;29735 - 10330307848;SC;Michael;Emanuel;Ranjit Varkey Chudukatil;;Debito/Credito;1376.994
53458;SO53458;2024-07-31;13/08/2024;12-08-24;5;29736 - 96144869;SC;Terry;Eminhizer;José Saraiva;Lambayeque;Debito/Credito;92278.0501
58908;SO58908;2024-10-30;11/11/2024;11-11-24;5;29736 - 96144869;SC;Terry;Eminhizer;Amy Alberts;;Debito/Credito;71774.1812
65158;SO65158;2025-01-29;10/02/2025;10-02-25;5;29736 - 96144869;SC;Terry;Eminhizer;José Saraiva;Lambayeque;Debito/Credito;67831.3271
51138;SO51138;2024-05-30;11/06/2024;11-06-24;5;29737 - 10013119;SC;John;Emory;Tete Mensa-Annan;Lima;Debito/Credito;32901.6223
55325;SO55325;2024-08-30;12/09/2024;11-09-24;5;29737 - 10013119;SC;John;Emory;Tete Mensa-Annan;Lima;Debito/Credito;47522.982
61241;SO61241;2024-11-30;12/12/2024;12-12-24;5;29737 - 10013119;SC;John;Emory;Tete Mensa-Annan;Lima;Debito/Credito;26298.588
67346;SO67346;2025-03-01;13/03/2025;13-03-25;5;29737 - 10013119;SC;John;Emory;Tete Mensa-Annan;Lima;Debito/Credito;41375.1
53590;SO53590;2024-07-31;12/08/2024;12-08-24;5;29738 - 47351880;SC;Gail;Erickson;Michael Blythe;La Libertad;Debito/Credito;62895.5616
59040;SO59040;2024-10-30;11/11/2024;11-11-24;5;29738 - 47351880;SC;Gail;Erickson;Michael Blythe;La Libertad;Debito/Credito;44500.45
65281;SO65281;2025-01-29;10/02/2025;10-02-25;5;29738 - 47351880;SC;Gail;Erickson;Michael Blythe;La Libertad;Debito/Credito;28262.328
53597;SO53597;2024-07-31;12/08/2024;12-08-24;5;29740 - 82623927;SC;Martha;Espinoza;Jae Pak;Ica;Debito/Credito;2042.562
58973;SO58973;2024-10-30;11/11/2024;11-11-24;5;29740 - 82623927;SC;Martha;Espinoza;Jae Pak;Ica;Debito/Credito;16.182
53624;SO53624;2024-07-31;08/08/2024;08-08-24;5;29741 - 57768115;SC;Janeth;Esteves;José Saraiva;Lambayeque;Debito/Credito;790.5564
65320;SO65320;2025-01-29;10/02/2025;10-02-25;5;29741 - 57768115;SC;Janeth;Esteves;José Saraiva;Lambayeque;Debito/Credito;602.346
51125;SO51125;2024-05-30;12/06/2024;11-06-24;5;29745 - 2149127;SC;Marc;Faeber;Rachel Valdez;Junín;Debito/Credito;1244.4926
51166;SO51166;2024-05-30;11/06/2024;11-06-24;5;29745 - 2149127;SC;Marc;Faeber;Rachel Valdez;Junín;Debito/Credito;72.162
55272;SO55272;2024-08-30;11/09/2024;12-09-24;5;29745 - 2149127;SC;Marc;Faeber;Rachel Valdez;Junín;Debito/Credito;1172.1936
55274;SO55274;2024-08-30;11/09/2024;11-09-24;5;29745 - 2149127;SC;Marc;Faeber;Amy Alberts;Junín;Debito/Credito;323.994
61197;SO61197;2024-11-30;12/12/2024;12-12-24;5;29745 - 2149127;SC;Marc;Faeber;Rachel Valdez;Junín;Debito/Credito;12629.256
61198;SO61198;2024-11-30;09/12/2024;09-12-24;5;29745 - 2149127;SC;Marc;Faeber;Amy Alberts;Junín;Debito/Credito;323.994
67202;SO67202;2025-02-28;09/03/2025;09-03-25;5;29745 - 2149127;SC;Marc;Faeber;Rachel Valdez;Junín;Debito/Credito;249.5428
67296;SO67296;2025-03-01;10/03/2025;10-03-25;5;29745 - 2149127;SC;Marc;Faeber;Rachel Valdez;Junín;Debito/Credito;24.294
51097;SO51097;2024-05-30;11/06/2024;11-06-24;5;29747 - 59629367;SC;Carolyn;Farino;David Campbell;Lima;Debito/Credito;2753.988
55246;SO55246;2024-08-30;11/09/2024;11-09-24;5;29747 - 59629367;SC;Carolyn;Farino;David Campbell;Lima;Debito/Credito;105.294
61207;SO61207;2024-11-30;13/12/2024;12-12-24;5;29747 - 59629367;SC;Carolyn;Farino;David Campbell;Lima;Debito/Credito;2186.754
67310;SO67310;2025-03-01;13/03/2025;14-03-25;5;29747 - 59629367;SC;Carolyn;Farino;David Campbell;Lima;Debito/Credito;242.994
53558;SO53558;2024-07-31;13/08/2024;12-08-24;5;29750 - 32714219;SC;Rhoda;Finley;Jae Pak;Ica;Debito/Credito;1249.65
58938;SO58938;2024-10-30;11/11/2024;11-11-24;5;29750 - 32714219;SC;Rhoda;Finley;Jae Pak;Ica;Debito/Credito;3482.85
65264;SO65264;2025-01-29;06/02/2025;06-02-25;5;29750 - 32714219;SC;Rhoda;Finley;Jae Pak;Ica;Debito/Credito;6943.506
51098;SO51098;2024-05-30;11/06/2024;11-06-24;5;29751 - 20516133676;SC;Duane;Fitzgerald;Rachel Valdez;Junín;Debito/Credito;1344.588
57146;SO57146;2024-09-30;12/10/2024;12-10-24;5;29752 - 45797658;SC;James;Fine;Jillian Carson;Arequipa;Debito/Credito;818.7
63221;SO63221;2024-12-31;14/01/2025;12-01-25;5;29752 - 45797658;SC;James;Fine;Jillian Carson;Arequipa;Debito/Credito;41.994
50299;SO50299;2024-03-30;11/04/2024;11-04-24;5;29753 - 31443152;SC;Kathie;Flood;David Campbell;Lima;Debito/Credito;819.1107
51863;SO51863;2024-06-30;12/07/2024;12-07-24;5;29753 - 31443152;SC;Kathie;Flood;David Campbell;Lima;Debito/Credito;461.694
57170;SO57170;2024-09-30;12/10/2024;12-10-24;5;29753 - 31443152;SC;Kathie;Flood;David Campbell;Lima;Debito/Credito;2897.376
63273;SO63273;2024-12-31;06/01/2025;06-01-25;5;29753 - 31443152;SC;Kathie;Flood;David Campbell;;Debito/Credito;83.988
51868;SO51868;2024-06-30;12/07/2024;12-07-24;5;29756 - 21624797;SC;Jeffrey;Ford;Tsvi Reiter;Cusco;Debito/Credito;202.332
57175;SO57175;2024-09-30;09/10/2024;12-10-24;5;29756 - 21624797;SC;Jeffrey;Ford;Tsvi Reiter;Cusco;Debito/Credito;1020.594
50238;SO50238;2024-03-30;11/04/2024;11-04-24;5;29757 - 70543014;SC;Garth;Fort;Linda Mitchell;Piura;Debito/Credito;159.558
51764;SO51764;2024-06-30;13/07/2024;12-07-24;5;29757 - 70543014;SC;Garth;Fort;Linda Mitchell;Piura;Debito/Credito;1630.53
57077;SO57077;2024-09-30;08/10/2024;08-10-24;5;29757 - 70543014;SC;Garth;Fort;Linda Mitchell;Piura;Debito/Credito;900.204
63275;SO63275;2024-12-31;09/01/2025;09-01-25;5;29757 - 70543014;SC;Garth;Fort;Linda Mitchell;Piura;Debito/Credito;41.994
53555;SO53555;2024-07-31;14/08/2024;12-08-24;5;29760 - 56537252;SC;John;Fredericksen;Lynn Tsoflias;Cajamarca;Debito/Credito;886.2949
65190;SO65190;2025-01-29;10/02/2025;10-02-25;5;29760 - 56537252;SC;John;Fredericksen;Lynn Tsoflias;;Debito/Credito;923.214
53540;SO53540;2024-07-31;12/08/2024;12-08-24;5;29762 - 58246521;SC;Liam;Friedland;Tsvi Reiter;Cusco;Debito/Credito;7416.3412
58987;SO58987;2024-10-30;12/11/2024;13-11-24;5;29762 - 58246521;SC;Liam;Friedland;Tsvi Reiter;Cusco;Debito/Credito;9709.998
65165;SO65165;2025-01-29;10/02/2025;10-02-25;5;29762 - 58246521;SC;Liam;Friedland;Tsvi Reiter;Cusco;Debito/Credito;4480.614
51713;SO51713;2024-06-30;12/07/2024;12-07-24;5;29764 - 85796658;SC;John;Ford;Michael Blythe;Piura;Debito/Credito;323.994
63187;SO63187;2024-12-31;14/01/2025;12-01-25;5;29764 - 85796658;SC;John;Ford;Michael Blythe;Piura;Debito/Credito;672.294
63165;SO63165;2024-12-31;06/01/2025;06-01-25;5;29765 - 96884693;SC;Paul;Fulton;Jillian Carson;La Libertad;Debito/Credito;1530.798
55292;SO55292;2024-08-30;08/09/2024;08-09-24;5;29767 - 44573553;SC;Aldeen;Gallagher;Tsvi Reiter;Cusco;Debito/Credito;24.294
51084;SO51084;2024-05-30;11/06/2024;11-06-24;5;29776 - 77374304;SC;Barbara;German;José Saraiva;Lambayeque;Debito/Credito;22690.4492
55236;SO55236;2024-08-30;07/09/2024;07-09-24;5;29776 - 77374304;SC;Barbara;German;José Saraiva;Lambayeque;Debito/Credito;25645.236
61175;SO61175;2024-11-30;13/12/2024;12-12-24;5;29776 - 77374304;SC;Barbara;German;José Saraiva;Lambayeque;Debito/Credito;25882.74
67261;SO67261;2025-03-01;13/03/2025;13-03-25;5;29776 - 77374304;SC;Barbara;German;José Saraiva;;Debito/Credito;29064.39
51803;SO51803;2024-06-30;12/07/2024;12-07-24;5;29777 - 10595154921;SC;Tom;Getzinger;Ranjit Varkey Chudukatil;;Debito/Credito;1717.8
51724;SO51724;2024-06-30;06/07/2024;06-07-24;5;29779 - 58362442;SC;Cornett;Gibbens;Ranjit Varkey Chudukatil;Áncash;Debito/Credito;8617.5497
57043;SO57043;2024-09-30;13/10/2024;12-10-24;5;29779 - 58362442;SC;Cornett;Gibbens;Ranjit Varkey Chudukatil;Áncash;Debito/Credito;6917.442
63153;SO63153;2024-12-31;12/01/2025;12-01-25;5;29779 - 58362442;SC;Cornett;Gibbens;Ranjit Varkey Chudukatil;Áncash;Debito/Credito;11642.19
50239;SO50239;2024-03-30;11/04/2024;11-04-24;5;29780 - 26732334;SC;Frances;Giglio;Jae Pak;Ica;Debito/Credito;1743.454
51766;SO51766;2024-06-30;13/07/2024;12-07-24;5;29780 - 26732334;SC;Frances;Giglio;Jae Pak;Ica;Debito/Credito;8126.436
57079;SO57079;2024-09-30;12/10/2024;15-10-24;5;29780 - 26732334;SC;Frances;Giglio;Jae Pak;;Debito/Credito;10319.886
63169;SO63169;2024-12-31;13/01/2025;15-01-25;5;29780 - 26732334;SC;Frances;Giglio;Jae Pak;Ica;Debito/Credito;4298.958
50249;SO50249;2024-03-30;11/04/2024;13-04-24;5;29784 - 8937015;SC;Jeanie;Glenn;Linda Mitchell;Piura;Debito/Credito;14251.5357
51849;SO51849;2024-06-30;12/07/2024;13-07-24;5;29784 - 8937015;SC;Jeanie;Glenn;Linda Mitchell;Piura;Debito/Credito;10805.37
57139;SO57139;2024-09-30;14/10/2024;12-10-24;5;29784 - 8937015;SC;Jeanie;Glenn;Linda Mitchell;Piura;Debito/Credito;5927.946
